seqnames	strand	TSS	TES	NOV_TX_ID	C6_dRNA	C6_dcDNA_12h	C6_dcDNA_1h	C6_dcDNA_2h	C6_dcDNA_4h	C6_dcDNA_6h	C6_dcDNA_8h	NRK_dcDNA_12h	NRK_dcDNA_1h	NRK_dcDNA_2h	NRK_dcDNA_4h	NRK_dcDNA_6h	NRK_dcDNA_8h	PC_12_dRNA	PC_12_dcDNA_0.5h	PC_12_dcDNA_1.5h	PC_12_dcDNA_12h	PC_12_dcDNA_1h	PC_12_dcDNA_2.5h	PC_12_dcDNA_2h	PC_12_dcDNA_4h	PC_12_dcDNA_6h	PC_12_dcDNA_8h	PK_15_dRNA	PK_15_dcDNA_12h	PK_15_dcDNA_1h	PK_15_dcDNA_2h	PK_15_dcDNA_4h	PK_15_dcDNA_6h	PK_15_dcDNA_8h
LT934125.1	-	102642	102361	NOV_TX_4737	0	247	2	1	1	5	0	0	4	1	3	22	21	9	0	0	88	2	2	0	17	89	71	12	111	23	0	18	0	308
LT934125.1	-	102750	102361	NOV_TX_4739	0	48	0	0	0	1	1	6	1	0	1	2	6	4	0	0	19	0	0	0	1	5	3	9	25	7	5	0	22	28
LT934125.1	-	102773	102361	NOV_TX_4740	0	0	0	0	0	0	6	54	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	31	0	0	0	0
LT934125.1	-	102798	102361	NOV_TX_4741	1	73	0	0	0	3	0	0	1	0	0	3	17	1	0	0	53	0	0	0	3	0	36	9	37	0	18	6	35	89
LT934125.1	-	102942	102361	NOV_TX_4744	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0
LT934125.1	-	102952	102361	NOV_TX_4745	0	221	2	0	1	3	0	0	0	0	0	0	0	0	0	0	188	2	2	1	0	0	0	1	87	0	24	0	0	0
LT934125.1	-	103052	102361	NOV_TX_4749	0	14	0	1	0	0	9	8	0	0	0	4	5	1	0	0	16	0	0	2	4	8	2	1	8	2	1	3	13	13
LT934125.1	-	103390	102361	NOV_TX_4759	0	6	0	0	0	2	0	0	0	0	0	0	4	0	0	0	11	0	0	0	2	0	0	1	4	2	0	0	20	18
LT934125.1	-	103419	102361	NOV_TX_4761	0	0	0	0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
LT934125.1	-	103610	102361	NOV_TX_4765	0	22	0	0	0	0	5	20	1	0	0	1	8	0	0	0	26	0	0	0	1	2	3	1	6	2	1	6	15	23
LT934125.1	-	103644	102361	NOV_TX_4766	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	103736	102361	NOV_TX_4769	0	11	0	0	0	0	1	16	0	0	1	2	7	0	0	0	6	0	0	0	1	3	1	2	4	1	0	3	10	12
LT934125.1	-	103830	102361	NOV_TX_4771	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	1
LT934125.1	-	103954	102361	NOV_TX_4776	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0
LT934125.1	-	104083	102361	NOV_TX_4780	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	1
LT934125.1	-	104809	102361	NOV_TX_4792	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2
LT934125.1	-	106532	102361	NOV_TX_4810	0	3	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LT934125.1	-	106607	102361	NOV_TX_4813	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	2	0	0	2	2	7
LT934125.1	-	116782	116601	NOV_TX_4841	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	1	0	7	0	1	0	11	5
LT934125.1	-	116822	116601	NOV_TX_4845	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	3	0	0	0	2	8
LT934125.1	-	118401	117253	NOV_TX_4861	0	7	0	0	0	3	4	17	0	0	2	2	6	0	0	0	5	0	1	0	2	2	4	0	1	0	0	0	0	1
LT934125.1	-	118739	117253	NOV_TX_4867	0	6	0	0	0	0	0	15	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	124802	124595	NOV_TX_4875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	19
LT934125.1	-	126108	125141	NOV_TX_4880	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
LT934125.1	-	126157	125141	NOV_TX_4884	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LT934125.1	-	126927	126753	NOV_TX_4887	2	1321	2	0	29	0	723	1244	0	10	0	258	0	2	0	0	1420	7	1	0	61	717	0	22	1668	0	0	376	0	3115
LT934125.1	-	127002	126753	NOV_TX_4889	2	2517	7	0	11	0	996	0	1	3	0	0	0	3	0	1	1479	2	0	0	134	0	0	32	1859	0	0	374	3188	4147
LT934125.1	-	127068	126753	NOV_TX_4894	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	51	0	0	5	0	0	0	0	0	0
LT934125.1	-	127117	126753	NOV_TX_4899	0	0	0	5	0	0	0	2140	0	0	0	773	1032	0	0	0	1602	0	26	0	0	0	734	0	0	0	67	483	0	0
LT934125.1	-	127117	126985	NOV_TX_4898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	6	0	0	0	0	7	0	0
LT934125.1	-	127131	126753	NOV_TX_4905	0	1397	0	5	9	0	0	283	3	7	0	0	0	8	0	0	314	1	0	38	101	0	0	23	1236	0	12	0	0	0
LT934125.1	-	127131	127048	NOV_TX_4906	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
LT934125.1	-	127165	126753	NOV_TX_4909	2	331	3	0	0	32	208	178	0	3	0	143	161	3	0	1	0	1	0	0	22	208	0	16	0	0	7	0	644	0
LT934125.1	-	127190	126753	NOV_TX_4922	0	266	0	0	4	0	0	164	0	1	0	0	0	0	0	0	295	2	10	0	0	0	178	6	172	0	4	38	0	0
LT934125.1	-	127190	126985	NOV_TX_4925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	15	0	0	0	0	0	0	0
LT934125.1	-	127243	127048	NOV_TX_4928	0	48	0	0	0	0	15	0	0	0	0	0	0	0	0	0	32	0	0	0	4	0	0	0	93	0	3	15	0	0
LT934125.1	-	127286	126753	NOV_TX_4943	0	593	3	5	7	0	0	285	0	1	0	0	169	0	0	0	143	0	0	0	25	0	0	0	206	0	0	88	0	1054
LT934125.1	-	127286	126985	NOV_TX_4951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	5	0	290
LT934125.1	-	127286	127048	NOV_TX_4945	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	2	0	0	0	139	0	0	36	0	0
LT934125.1	-	127318	126753	NOV_TX_4956	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	127341	126985	NOV_TX_4961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	63	0
LT934125.1	-	127363	126753	NOV_TX_4973	0	0	0	0	0	0	0	106	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0
LT934125.1	-	127401	127276	NOV_TX_4981	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	5	0	0	0	0	0
LT934125.1	-	127440	126753	NOV_TX_4988	0	176	0	0	0	0	0	789	0	0	35	0	0	0	0	2	161	3	0	10	39	0	174	0	0	0	0	67	578	848
LT934125.1	-	127440	127048	NOV_TX_4987	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	5	0	0	0	0	0	0	4	0	0
LT934125.1	-	127440	127276	NOV_TX_4990	0	7	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	13	8
LT934125.1	-	127474	126753	NOV_TX_5001	0	0	0	0	1	0	0	0	0	1	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	127491	127048	NOV_TX_5003	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	6	0	0	1	0	0
LT934125.1	-	127596	126753	NOV_TX_5030	0	201	0	0	6	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	283	0	0	0	0	0
LT934125.1	-	127596	127048	NOV_TX_5028	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	39	0	0	0	0	0
LT934125.1	-	127670	126753	NOV_TX_5042	0	234	1	1	0	20	88	206	0	1	10	37	78	0	0	0	144	0	5	3	15	96	0	0	194	0	11	33	216	280
LT934125.1	-	127670	127048	NOV_TX_5039	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	21	0	0	7	0	0
LT934125.1	-	127670	127276	NOV_TX_5040	0	7	0	0	0	0	5	1	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	11	0	0	3	5	5
LT934125.1	-	127750	126753	NOV_TX_5060	0	111	1	0	1	0	0	0	0	0	2	25	43	0	0	0	63	0	0	6	0	47	0	0	69	0	1	13	100	126
LT934125.1	-	127750	127048	NOV_TX_5057	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	5	0	0	1	0	0
LT934125.1	-	127750	127084	NOV_TX_5063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	21	0
LT934125.1	-	127774	126753	NOV_TX_5068	0	0	0	0	0	13	0	0	0	0	2	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	2	0	0	0
LT934125.1	-	127800	127048	NOV_TX_5069	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
LT934125.1	-	127800	127276	NOV_TX_5070	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
LT934125.1	-	127825	126753	NOV_TX_5076	0	54	0	0	1	0	0	93	0	1	0	0	0	0	0	0	23	0	0	0	0	0	0	0	9	0	3	4	0	0
LT934125.1	-	127874	126985	NOV_TX_5083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	1	0	0
LT934125.1	-	127874	127048	NOV_TX_5079	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	1	0	0
LT934125.1	-	127874	127152	NOV_TX_5082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	2	0	0
LT934125.1	-	127874	127276	NOV_TX_5080	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0
LT934125.1	-	127896	127084	NOV_TX_5093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	47	0
LT934125.1	-	127896	127152	NOV_TX_5096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6
LT934125.1	-	127962	126985	NOV_TX_5103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3
LT934125.1	-	127962	127276	NOV_TX_5101	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	2
LT934125.1	-	128014	126753	NOV_TX_5116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	23	0	0
LT934125.1	-	128066	126753	NOV_TX_5121	0	24	0	0	1	0	8	9	0	0	0	2	8	0	0	0	17	1	0	0	0	16	2	0	16	0	1	3	16	10
LT934125.1	-	128117	126753	NOV_TX_5123	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	29	0	0
LT934125.1	-	128232	126753	NOV_TX_5137	0	280	2	2	3	11	0	65	0	0	6	24	43	0	0	0	189	0	1	1	44	140	0	0	178	0	4	0	0	179
LT934125.1	-	128232	127084	NOV_TX_5142	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
LT934125.1	-	128253	126753	NOV_TX_5157	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	63	269	0
LT934125.1	-	128253	126985	NOV_TX_5150	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	9	0
LT934125.1	-	128731	126753	NOV_TX_5200	0	11	0	0	0	4	12	0	0	0	0	0	1	0	0	0	3	1	1	0	1	5	1	0	15	0	1	12	20	43
LT934125.1	-	128731	127084	NOV_TX_5192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0
LT934125.1	-	128731	128499	NOV_TX_5195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0
LT934125.1	-	128731	128504	NOV_TX_5203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	1	3
LT934125.1	-	135251	134888	NOV_TX_5214	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	3	2	11
LT934125.1	-	135369	134888	NOV_TX_5219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	1	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	135666	134888	NOV_TX_5232	0	1	0	0	0	1	0	14	0	0	2	2	6	1	0	0	21	0	0	0	1	6	8	4	54	0	0	0	23	25
LT934125.1	-	135809	134888	NOV_TX_5238	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	98
LT934125.1	-	135827	134888	NOV_TX_5239	1	22	0	0	1	2	0	45	0	0	2	4	15	2	0	0	124	0	0	0	4	16	24	8	0	0	2	17	80	0
LT934125.1	-	135915	134888	NOV_TX_5247	0	7	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LT934125.1	-	136049	134888	NOV_TX_5253	0	5	0	0	0	0	1	9	0	0	1	0	1	0	0	0	12	0	0	0	1	2	1	1	21	0	1	0	2	15
