gene	Kinetic_class	hpi	Time	cell_line	mean	sd	varcoeff	y	ymin	ymax
UL43	L	12h	12	C6	0.00173717028218111	0.000460421853126849	0.265041290338426	0.00173717028218111	0.00147134560133754	0.00200299496302468
UL43	L	12h	12	PC-12	0.00103064485425082	0.000359557766185906	0.348866794126935	0.00103064485425082	0.000823054081154167	0.00123823562734747
UL43	L	12h	12	PK-15	0.0009757672542182	0.000615627331552444	0.630916162528629	0.0009757672542182	0.000620334648625905	0.00133119985981049
UL43	L	1h	1	C6	0.00168350168350168	0.00291591045045266	1.73205080756888	0.00168350168350168	0	0.00336700336700337
UL43	L	1h	1	NRK	0.0166666666666667	0.0288675134594813	1.73205080756888	0.0166666666666667	0	0.0333333333333333
UL43	L	1h	1	PC-12	0.00641025641025641	0.0111028897921082	1.73205080756888	0.00641025641025641	8.67361737988404e-19	0.0128205128205128
UL43	L	1h	1	PK-15	0	0		0	0	0
UL43	L	2.5h	2.5	PC-12	0.00650901386195504	0.00680442745391424	1.0453853069335	0.00650901386195504	0.00258047583975637	0.0104375518841537
UL43	L	2h	2	C6	0.00593552345888794	0.00482285140571397	0.812540197864462	0.00593552345888794	0.00252525252525253	0.00934579439252336
UL43	L	2h	2	NRK	0	0		0	0	0
UL43	L	2h	2	PC-12	0.00510217363009241	0.00441878450495374	0.86605921815203	0.00510217363009241	0.00255098720666642	0.0076533600535184
UL43	L	2h	2	PK-15	0.00428343586238323	0.00227983331147338	0.532244064045566	0.00428343586238323	0.0029671734862966	0.00559969823846986
UL43	L	4h	4	C6	0	0		0	0	0
UL43	L	4h	4	PC-12	0.00258591030315161	0.000976338447949741	0.377560832933694	0.00258591030315161	0.00202222103740764	0.00314959956889557
UL43	L	4h	4	PK-15	0.00300218035332081	0.000538287916851471	0.179298993898236	0.00300218035332081	0.00269139967962509	0.00331296102701653
UL43	L	6h	6	C6	0.00175847420034688	0.00101963121333995	0.579838597085365	0.00175847420034688	0.00116978984485092	0.00234715855584285
UL43	L	6h	6	PC-12	0.00277395621822686	0.000841385956534402	0.303316235132299	0.00277395621822686	0.00228818180972935	0.00325973062672437
UL43	L	6h	6	PK-15	0.00191866248155214	0.000236074866827464	0.12304137340325	0.00191866248155214	0.0017823645936404	0.00205496036946389
UL43	L	8h	8	C6	0.00124013023769424	0.000198797231273826	0.160303511059812	0.00124013023769424	0.00112535460270414	0.00135490587268433
UL43	L	8h	8	PC-12	0.003234136794235	0.00263559625808283	0.814930358784114	0.003234136794235	0.00137048880767474	0.00509778478079525
UL43	L	8h	8	PK-15	0.00266742102883994	0.00081678890486567	0.306209217080698	0.00266742102883994	0.00219584773474465	0.00313899432293524
UL43	L			C6	0			0		
UL43	L			PC-12	0			0		
UL43	L			PK-15	0			0		
UL44	L	0.5h	0.5	C6				1		
UL44	L	0.5h	0.5	PC-12	0	0		0	0	0
UL44	L	1.5h	1.5	PC-12	0	0		0	0	0
UL44	L	12h	12	C6	0.00627158801495951	0.00128566932486164	0.204999008511872	0.00627158801495951	0.0055293064841618	0.00701386954575722
UL44	L	12h	12	PC-12	0.00547402753086031	0.00214076002390697	0.391075859929138	0.00547402753086031	0.00423805915478723	0.00670999590693339
UL44	L	12h	12	PK-15	0.0202406849165246	0.0132534999194449	0.654795031596221	0.0202406849165246	0.0125887731703284	0.0278925966627208
UL44	L	1h	1	C6	0	0		0	0	0
UL44	L	1h	1	NRK	0	0		0	0	0
UL44	L	1h	1	PC-12	0.00292397660818713	0.00506447604552303	1.73205080756888	0.00292397660818713	0	0.00584795321637427
UL44	L	1h	1	PK-15	0	0		0	0	0
UL44	L	2.5h	2.5	PC-12	0.00150829562594269	0.00261244465696663	1.73205080756888	0.00150829562594269	0	0.00301659125188537
UL44	L	2h	2	C6	0	0		0	0	0
UL44	L	2h	2	NRK	0	0		0	0	0
UL44	L	2h	2	PC-12	0	0		0	0	0
UL44	L	2h	2	PK-15	0.00359527478171546	0.00622719858910228	1.73205080756888	0.00359527478171546	0	0.00719054956343092
UL44	L	4h	4	C6	0.00601571394339866	0.00136706692325158	0.227249323374448	0.00601571394339866	0.00522643748725913	0.0068049903995382
UL44	L	4h	4	PC-12	0.00196898057330793	0.000822604604269541	0.417781980899664	0.00196898057330793	0.00149404958359628	0.00244391156301957
UL44	L	4h	4	PK-15	0.000339859574358413	0.000308996073555314	0.909187490564705	0.000339859574358413	0.000161460608112715	0.000518258540604111
UL44	L	6h	6	C6	0.00584053241096769	0.00305702474283244	0.523415423068586	0.00584053241096769	0.00407555835277403	0.00760550646916135
UL44	L	6h	6	PC-12	0.0056979874276439	0.0010313940180809	0.18101023057318	0.0056979874276439	0.00510251181366432	0.00629346304162348
UL44	L	6h	6	PK-15	0.00268847098432123	0.000393759436498099	0.146462222874804	0.00268847098432123	0.0024611338676631	0.00291580810097936
UL44	L	8h	8	C6	0.00268102463897364	0.000336113170943048	0.125367430816198	0.00268102463897364	0.00248696960925149	0.00287507966869578
UL44	L	8h	8	PC-12	0.00621418355776727	0.00733455977229975	1.18029338916648	0.00621418355776727	0.00102786660575605	0.0114005005097785
UL44	L	8h	8	PK-15	0.00889586762130836	0.0029714177195343	0.334022250108223	0.00889586762130836	0.0071803188010604	0.0106114164415563
UL44	L			C6	0			0		
UL44	L			PC-12	0			0		
UL44	L			PK-15	0			0		
UL26.5	L	0.5h	0.5	C6				0		
UL26.5	L	0.5h	0.5	PC-12	0.421717171717172	0.503222702648004	1.19327060029107	0.421717171717172	0.131181408881016	0.712252934553328
UL26.5	L	1.5h	1.5	PC-12	0.0257197779649668	0.0172214840092472	0.669581363910091	0.0257197779649668	0.0157769495363831	0.0356626063935506
UL26.5	L	12h	12	C6	0.0628813377630141	0.00269760051134008	0.0428998588024119	0.0628813377630141	0.0613238773816259	0.0644387981444024
UL26.5	L	12h	12	PC-12	0.0241241072961783	0.000509377612249195	0.0211148792365838	0.0241241072961783	0.0238300179946271	0.0244181965977296
UL26.5	L	12h	12	PK-15	0.0344122175730273	0.0166551595558643	0.48398972023584	0.0344122175730273	0.0247963567200528	0.0440280784260017
UL26.5	L	1h	1	C6	0.0787360787360787	0.0158207611018786	0.200934074389319	0.0787360787360787	0.0696019580551244	0.0878701994170331
UL26.5	L	1h	1	NRK	0.0350877192982456	0.0607737125462764	1.73205080756888	0.0350877192982456	0	0.0701754385964912
UL26.5	L	1h	1	PC-12	0.0186684660368871	0.0192554158576919	1.03144070967829	0.0186684660368871	0.00755134650809051	0.0297855855656837
UL26.5	L	1h	1	PK-15	0.00952380952380952	0.0164957219768465	1.73205080756888	0.00952380952380952	-1.73472347597681e-18	0.0190476190476191
UL26.5	L	2.5h	2.5	PC-12	0.0272385022385022	0.00996147007291333	0.365712842273411	0.0272385022385022	0.0214872448103813	0.0329897596666232
UL26.5	L	2h	2	C6	0.0906730860001888	0.0568061805711085	0.626494399572881	0.0906730860001888	0.0505050505050505	0.130841121495327
UL26.5	L	2h	2	NRK	0.0390961262553802	0.0368429199172732	0.942367529627134	0.0390961262553802	0.0178248565234107	0.0603673959873497
UL26.5	L	2h	2	PC-12	0.0438451094686847	0.00878713134798615	0.200413032478848	0.0438451094686847	0.0387718568195203	0.0489183621178491
UL26.5	L	2h	2	PK-15	0.0355824074824967	0.016155715041133	0.454036592354808	0.0355824074824967	0.0262549010545477	0.0449099139104457
UL26.5	L	4h	4	C6	0.0487123104672633	0.013632902549125	0.279865652406015	0.0487123104672633	0.04084135051069	0.0565832704238365
UL26.5	L	4h	4	PC-12	0.0322796241567643	0.00349673020626443	0.108326236677439	0.0322796241567643	0.0302607860308941	0.0342984622826346
UL26.5	L	4h	4	PK-15	0.0201838247433128	0.00192171658380846	0.0952107248377269	0.0201838247433128	0.0190743211563448	0.0212933283302808
UL26.5	L	6h	6	C6	0.0429609022243682	0.0023898988553466	0.0556296244167565	0.0429609022243682	0.0415810934768979	0.0443407109718385
UL26.5	L	6h	6	PC-12	0.0349094932950284	0.00212199175030976	0.0607855213587979	0.0349094932950284	0.0336843607867689	0.0361346258032879
UL26.5	L	6h	6	PK-15	0.0225546260025183	0.004496624390008	0.199365947788535	0.0225546260025183	0.0199584987005026	0.0251507533045341
UL26.5	L	8h	8	C6	0.0338414383005896	0.00359344175996843	0.106184664140171	0.0338414383005896	0.0317667637331546	0.0359161128680247
UL26.5	L	8h	8	PC-12	0.0283277013315891	0.0197106988955991	0.695810036433105	0.0283277013315891	0.0143901324805847	0.0422652701825934
UL26.5	L	8h	8	PK-15	0.0294578801133653	0.00586543580518901	0.199112623943629	0.0294578801133653	0.026071469172325	0.0328442910544057
UL26.5	L			C6	0			0		
UL26.5	L			PC-12	0			0		
UL26.5	L			PK-15	0			0		
UL26	L	0.5h	0.5	C6				0		
UL26	L	0.5h	0.5	PC-12	0	0		0	0	0
UL26	L	1.5h	1.5	PC-12	0	0		0	0	0
UL26	L	12h	12	C6	0.00798473945974776	0.00114802353717825	0.143777206878898	0.00798473945974776	0.00732192776152186	0.00864755115797365
UL26	L	12h	12	PC-12	0.0023593810847462	0.000265750785575073	0.112635804064548	0.0023593810847462	0.00220594979715708	0.00251281237233532
UL26	L	12h	12	PK-15	0.00404435413443816	0.00205489702265528	0.508090279522653	0.00404435413443816	0.00285795878525117	0.00523074948362515
UL26	L	1h	1	C6	0.00168350168350168	0.00291591045045266	1.73205080756888	0.00168350168350168	0	0.00336700336700337
UL26	L	1h	1	NRK	0	0		0	0	0
UL26	L	1h	1	PC-12	0.00292397660818713	0.00506447604552303	1.73205080756888	0.00292397660818713	0	0.00584795321637427
UL26	L	1h	1	PK-15	0	0		0	0	0
UL26	L	2.5h	2.5	PC-12	0.000925925925925926	0.00160375074774896	1.73205080756888	0.000925925925925926	0	0.00185185185185185
UL26	L	2h	2	C6	0.0035990748607571	0.00151861411044973	0.421945685822792	0.0035990748607571	0.00252525252525253	0.00467289719626168
UL26	L	2h	2	NRK	0	0		0	0	0
UL26	L	2h	2	PC-12	0.00312607896273053	0.000663966419835346	0.212395920816853	0.00312607896273053	0.00274273777150572	0.00350942015395534
UL26	L	2h	2	PK-15	0.000513610683102209	0.000889599798443183	1.73205080756888	0.000513610683102209	0	0.00102722136620442
UL26	L	4h	4	C6	0.00511546373399107	0.00407255806253167	0.796126856587892	0.00511546373399107	0.00276417124029803	0.00746675622768411
UL26	L	4h	4	PC-12	0.00531898758359083	0.00242507199063216	0.455927364469425	0.00531898758359083	0.00391887161699513	0.00671910355018653
UL26	L	4h	4	PK-15	0.00197426070015021	0.000341022626517335	0.172734343793294	0.00197426070015021	0.00177737119493067	0.00217115020536974
UL26	L	6h	6	C6	0.00557918296038208	0.000563676110719049	0.101032017541229	0.00557918296038208	0.00525374440612268	0.00590462151464149
UL26	L	6h	6	PC-12	0.00324166710078758	0.000271830850616968	0.0838552640247748	0.00324166710078758	0.00308472548600983	0.00339860871556533
UL26	L	6h	6	PK-15	0.00213289709323707	0.000241446994012902	0.113201426725404	0.00213289709323707	0.00199349760624869	0.00227229658022544
UL26	L	8h	8	C6	0.00252117119793316	0.000560807838208375	0.222439411757569	0.00252117119793316	0.0021973886415799	0.00284495375428641
UL26	L	8h	8	PC-12	0.00257456761982123	0.0018643382412115	0.724136444060831	0.00257456761982123	0.00125628140703518	0.00389285383260729
UL26	L	8h	8	PK-15	0.0036995328665511	0.00141157954093427	0.38155615637231	0.0036995328665511	0.00288455703861013	0.00451450869449207
UL26	L			C6	0			0		
UL26	L			PC-12	0			0		
UL26	L			PK-15	0			0		
UL25	L	0.5h	0.5	C6				0		
UL25	L	0.5h	0.5	PC-12	0	0		0	0	0
UL25	L	1.5h	1.5	PC-12	0	0		0	0	0
UL25	L	12h	12	C6	1.1000011000011e-05	1.90525779358356e-05	1.73205080756888	1.1000011000011e-05	0	2.2000022000022e-05
UL25	L	12h	12	PC-12	0	0		0	0	0
UL25	L	12h	12	PK-15	1.19441128088322e-05	3.63698513832561e-06	0.304500233423465	1.19441128088322e-05	9.84429846018128e-06	1.40439271574832e-05
UL25	L	1h	1	C6	0	0		0	0	0
UL25	L	1h	1	NRK	0	0		0	0	0
UL25	L	1h	1	PC-12	0	0		0	0	0
UL25	L	1h	1	PK-15	0	0		0	0	0
UL25	L	2.5h	2.5	PC-12	0	0		0	0	0
UL25	L	2h	2	C6	0	0		0	0	0
UL25	L	2h	2	NRK	0	0		0	0	0
UL25	L	2h	2	PC-12	0	0		0	0	0
UL25	L	2h	2	PK-15	0	0		0	0	0
UL25	L	4h	4	C6	0	0		0	0	0
UL25	L	4h	4	PC-12	0	0		0	0	0
UL25	L	4h	4	PK-15	0	0		0	0	0
UL25	L	6h	6	C6	0	0		0	0	0
UL25	L	6h	6	PC-12	0	0		0	0	0
UL25	L	6h	6	PK-15	0	0		0	0	0
UL25	L	8h	8	C6	0	0		0	0	0
UL25	L	8h	8	PC-12	0	0		0	0	0
UL25	L	8h	8	PK-15	1.21715624197497e-05	1.05502599789188e-05	0.866795865237468	1.21715624197497e-05	6.0803669809004e-06	1.8262757858599e-05
UL25	L			C6	0			0		
UL25	L			PC-12	0			0		
UL25	L			PK-15	0			0		
UL24	L	0.5h	0.5	C6				0		
UL24	L	0.5h	0.5	PC-12	0	0		0	0	0
UL24	L	1.5h	1.5	PC-12	0	0		0	0	0
UL24	L	12h	12	C6	0.000347776745916434	0.000301570251449535	0.867137481129916	0.000347776745916434	0.000173665080062462	0.000521888411770406
UL24	L	12h	12	PC-12	4.86221884308573e-05	4.23100149765106e-05	0.870179157745586	4.86221884308573e-05	2.41944898947518e-05	7.30498869669628e-05
UL24	L	12h	12	PK-15	3.02600932763873e-05	1.30099217936052e-05	0.429936605772367	3.02600932763873e-05	2.27488114267134e-05	3.77713751260612e-05
UL24	L	1h	1	C6	0	0		0	0	0
UL24	L	1h	1	NRK	0	0		0	0	0
UL24	L	1h	1	PC-12	0	0		0	0	0
UL24	L	1h	1	PK-15	0	0		0	0	0
UL24	L	2.5h	2.5	PC-12	0	0		0	0	0
UL24	L	2h	2	C6	0	0		0	0	0
UL24	L	2h	2	NRK	0	0		0	0	0
UL24	L	2h	2	PC-12	0	0		0	0	0
UL24	L	2h	2	PK-15	0	0		0	0	0
UL24	L	4h	4	C6	0	0		0	0	0
UL24	L	4h	4	PC-12	0	0		0	0	0
UL24	L	4h	4	PK-15	6.70960815888352e-05	0.000116213822300649	1.73205080756888	6.70960815888352e-05	0	0.00013419216317767
UL24	L	6h	6	C6	0.000102595670462706	0.000177700913878001	1.73205080756888	0.000102595670462706	0	0.000205191340925413
UL24	L	6h	6	PC-12	0	0		0	0	0
UL24	L	6h	6	PK-15	5.52158651320642e-05	5.41559075835454e-05	0.98080338783095	5.52158651320642e-05	2.39489373104958e-05	8.64827929536326e-05
UL24	L	8h	8	C6	5.83158385817588e-05	0.000101005995309592	1.73205080756888	5.83158385817588e-05	0	0.000116631677163518
UL24	L	8h	8	PC-12	0	0		0	0	0
UL24	L	8h	8	PK-15	0.000149348890344837	6.98188466132168e-05	0.467488218037706	0.000149348890344837	0.000109038960458187	0.000189658820231487
UL24	L			C6	0			0		
UL24	L			PC-12	0			0		
UL24	L			PK-15	0			0		
UL23	L	0.5h	0.5	C6				0		
UL23	L	0.5h	0.5	PC-12	0	0		0	0	0
UL23	L	1.5h	1.5	PC-12	0.0520637594764466	0.0237697930059575	0.456551606049711	0.0520637594764466	0.0383402630858753	0.0657872558670179
UL23	L	12h	12	C6	0.00345427719464403	0.00109129332941384	0.315925233535375	0.00345427719464403	0.00282421869714211	0.00408433569214596
UL23	L	12h	12	PC-12	0.00169570373254375	0.000371310330584608	0.218971229147204	0.00169570373254375	0.00148132761322784	0.00191007985185966
UL23	L	12h	12	PK-15	0.00104589642816327	0.000271417864992863	0.259507402152149	0.00104589642816327	0.000889193250746771	0.00120259960557978
UL23	L	1h	1	C6	0.0356125356125356	0.0138031587437149	0.387592697523513	0.0356125356125356	0.0276432781961847	0.0435817930288865
UL23	L	1h	1	NRK	0.0842105263157895	0.0370529680008651	0.440003995010273	0.0842105263157895	0.0628179852662154	0.105603067365364
UL23	L	1h	1	PC-12	0.0443139455645969	0.028291073405731	0.638423707148595	0.0443139455645969	0.0279800867181347	0.0606478044110592
UL23	L	1h	1	PK-15	0.00952380952380952	0.0164957219768465	1.73205080756888	0.00952380952380952	-1.73472347597681e-18	0.0190476190476191
UL23	L	2.5h	2.5	PC-12	0.0230176686059039	0.00655646932843196	0.284845065792209	0.0230176686059039	0.0192322892742002	0.0268030479376076
UL23	L	2h	2	C6	0.0681936184272633	0.0357291517634381	0.523936881301401	0.0681936184272633	0.0429292929292929	0.0934579439252337
UL23	L	2h	2	NRK	0.0297091319329483	0.0173977527508031	0.585602864131769	0.0297091319329483	0.0196645346989776	0.039753729166919
UL23	L	2h	2	PC-12	0.022418497639629	0.00640626833461413	0.285758146580252	0.022418497639629	0.0187198368921385	0.0261171583871194
UL23	L	2h	2	PK-15	0.0166919610273758	0.00276591411115782	0.165703365028324	0.0166919610273758	0.0150950597707435	0.0182888622840082
UL23	L	4h	4	C6	0.0154480659964888	0.00061494349151543	0.039807150723929	0.0154480659964888	0.0150930282061259	0.0158031037868516
UL23	L	4h	4	PC-12	0.00696081227656787	0.000595829152738568	0.085597647094191	0.00696081227656787	0.00661681015484323	0.00730481439829251
UL23	L	4h	4	PK-15	0.0136225522276004	0.00294403958097193	0.216115125255828	0.0136225522276004	0.0119228101830214	0.0153222942721795
UL23	L	6h	6	C6	0.0148635064842357	0.00185665700466356	0.124913795182365	0.0148635064842357	0.0137915650628003	0.015935447905671
UL23	L	6h	6	PC-12	0.00745725023363572	0.000594919922375361	0.0797773849256113	0.00745725023363572	0.00711377305630603	0.0078007274109654
UL23	L	6h	6	PK-15	0.00557539225233616	0.00112912587830133	0.20251954072437	0.00557539225233616	0.00492349112254991	0.0062272933821224
UL23	L	8h	8	C6	0.00640871598810775	0.000212019888759779	0.0330830526977963	0.00640871598810775	0.00628630624825874	0.00653112572795677
UL23	L	8h	8	PC-12	0.00485040598301546	0.00152955931223716	0.315346657082558	0.00485040598301546	0.00376884422110553	0.00593196774492539
UL23	L	8h	8	PK-15	0.0042732687313599	0.000574812338978626	0.134513501283057	0.0042732687313599	0.00394140067271707	0.00460513679000273
UL23	L			C6	0			0		
UL23	L			PC-12	0			0		
UL23	L			PK-15	0			0		
UL22	L	0.5h	0.5	C6				0		
UL22	L	0.5h	0.5	PC-12	0	0		0	0	0
UL22	L	1.5h	1.5	PC-12	0	0		0	0	0
UL22	L	12h	12	C6	0.00147031059931	0.000624897739738434	0.425010701841974	0.00147031059931	0.00110952572105602	0.00183109547756397
UL22	L	12h	12	PC-12	0.000695116095804037	9.64319461223844e-05	0.138727827918935	0.000695116095804037	0.000639441085751799	0.000750791105856275
UL22	L	12h	12	PK-15	0.000772514061080573	0.000262653362954216	0.33999816467654	0.000772514061080573	0.000620871071275396	0.00092415705088575
UL22	L	1h	1	C6	0	0		0	0	0
UL22	L	1h	1	NRK	0	0		0	0	0
UL22	L	1h	1	PC-12	0	0		0	0	0
UL22	L	1h	1	PK-15	0	0		0	0	0
UL22	L	2.5h	2.5	PC-12	0	0		0	0	0
UL22	L	2h	2	C6	0.0035990748607571	0.00151861411044973	0.421945685822792	0.0035990748607571	0.00252525252525253	0.00467289719626168
UL22	L	2h	2	NRK	0	0		0	0	0
UL22	L	2h	2	PC-12	0.00199600798403194	0.00345718724065644	1.73205080756888	0.00199600798403194	0	0.00399201596806387
UL22	L	2h	2	PK-15	0.00190035952747817	0.00173186597843733	0.911335962166885	0.00190035952747817	0.000900466238627027	0.00290025281632932
UL22	L	4h	4	C6	0.00107700592353258	0.00186542897961107	1.73205080756888	0.00107700592353258	0	0.00215401184706516
UL22	L	4h	4	PC-12	0.00149928270918982	0.000870660128810972	0.580717781559328	0.00149928270918982	0.000996606849448132	0.00200195856893151
UL22	L	4h	4	PK-15	0.000602102306206948	2.24019472909954e-05	0.0372062140603987	0.000602102306206948	0.00058916853590812	0.000615036076505776
UL22	L	6h	6	C6	0.00237226410982976	0.000615792597537602	0.259580117991919	0.00237226410982976	0.00201673608787644	0.00272779213178307
UL22	L	6h	6	PC-12	0.000694173195836846	0.000351494385394076	0.506349694142742	0.000694173195836846	0.000491237817810934	0.000897108573862758
UL22	L	6h	6	PK-15	0.00098075901946082	0.000345391247748126	0.352167291755326	0.00098075901946082	0.000781347289597698	0.00118017074932394
UL22	L	8h	8	C6	0.00105738928329557	0.000289442092556153	0.273732765338842	0.00105738928329557	0.000890279813243467	0.00122449875334767
UL22	L	8h	8	PC-12	0.00122314866405605	0.000760711500059521	0.621928897454663	0.00122314866405605	0.000685244403837369	0.00176105292427472
UL22	L	8h	8	PK-15	0.00140261881720996	0.000591996711523265	0.422065285492778	0.00140261881720996	0.00106082935645263	0.00174440827796729
UL22	L			C6	0			0		
UL22	L			PC-12	0			0		
UL22	L			PK-15	0			0		
CTO-S	L	0.5h	0.5	C6				0		
CTO-S	L	0.5h	0.5	PC-12	0	0		0	0	0
CTO-S	L	1.5h	1.5	PC-12	0.0293116481997451	0.0147964827496531	0.504798728779152	0.0293116481997451	0.0207688949011733	0.037854401498317
CTO-S	L	12h	12	C6	0.0853127828802651	0.0302937042699378	0.355089861650094	0.0853127828802651	0.0678227045652655	0.102802861195265
CTO-S	L	12h	12	PC-12	0.410101937353942	0.0108492881549181	0.026455100955923	0.410101937353942	0.403838097917184	0.4163657767907
CTO-S	L	12h	12	PK-15	0.407541901363069	0.086687129002753	0.212707279209373	0.407541901363069	0.357493064098053	0.457590738628084
CTO-S	L	1h	1	C6	0.0203315203315203	0.00524595418299122	0.258020752872982	0.0203315203315203	0.0173027672718139	0.0233602733912268
CTO-S	L	1h	1	NRK	0.00833333333333333	0.0144337567297406	1.73205080756888	0.00833333333333333	0	0.0166666666666667
CTO-S	L	1h	1	PC-12	0.0305547761253858	0.0191212051822787	0.625800860193252	0.0305547761253858	0.0195151431661672	0.0415944090846045
CTO-S	L	1h	1	PK-15	0.0414634146341463	0.0521403861620292	1.25750343096659	0.0414634146341463	0.0113601486478478	0.0715666806204449
CTO-S	L	2.5h	2.5	PC-12	0.0920569082333788	0.00729604338658334	0.079255794340678	0.0920569082333788	0.0878445356201157	0.0962692808466419
CTO-S	L	2h	2	C6	0.0546115359199471	0.0441900018073723	0.809169730588582	0.0546115359199471	0.0233644859813084	0.0858585858585859
CTO-S	L	2h	2	NRK	0.0207421304982281	0.0187782221969122	0.905317908327515	0.0207421304982281	0.00990051885793821	0.0315837421385179
CTO-S	L	2h	2	PC-12	0.043693129165332	0.0115143984883561	0.263528813530071	0.043693129165332	0.037045288098523	0.050340970232141
CTO-S	L	2h	2	PK-15	0.110210425910694	0.181454653276866	1.64643818202738	0.110210425910694	0.0054475329955849	0.214973318825802
CTO-S	L	4h	4	C6	0.109045576809798	0.0107456233479477	0.0985424962874993	0.109045576809798	0.10284158827725	0.115249565342345
CTO-S	L	4h	4	PC-12	0.234507667763945	0.0317752114331668	0.135497537185657	0.234507667763945	0.216162240889449	0.252853094638441
CTO-S	L	4h	4	PK-15	0.209507861025173	0.0784515164788123	0.374456195079888	0.209507861025173	0.164213856867796	0.25480186518255
CTO-S	L	6h	6	C6	0.180339757213801	0.016118833105872	0.0893803637916757	0.180339757213801	0.171033544581104	0.189645969846499
CTO-S	L	6h	6	PC-12	0.269559279406604	0.0265716431948998	0.098574396152837	0.269559279406604	0.254218134055218	0.28490042475799
CTO-S	L	6h	6	PK-15	0.343433607596621	0.064271157442708	0.187142888817677	0.343433607596621	0.306326637545944	0.380540577647297
CTO-S	L	8h	8	C6	0.23078232057171	0.0412360012998446	0.17867920383889	0.23078232057171	0.206974704120941	0.254589937022479
CTO-S	L	8h	8	PC-12	0.302343980665552	0.123344118931569	0.40795956532705	0.302343980665552	0.21512651774956	0.389561443581544
CTO-S	L	8h	8	PK-15	0.292158385478886	0.0636983677272646	0.218026833708211	0.292158385478886	0.25538211572461	0.328934655233162
CTO-S	L			C6	0			0		
CTO-S	L			PC-12	0			0		
CTO-S	L			PK-15	0			0		
CTO-M	L	0.5h	0.5	C6				0		
CTO-M	L	0.5h	0.5	PC-12	0	0		0	0	0
CTO-M	L	1.5h	1.5	PC-12	0	0		0	0	0
CTO-M	L	12h	12	C6	0.000319968019117792	7.62309716541944e-05	0.238245596745501	0.000319968019117792	0.000275956047112657	0.000363979991122928
CTO-M	L	12h	12	PC-12	0.000588562354496174	0.000165951296807296	0.281960433825835	0.000588562354496174	0.000492750328612114	0.000684374380380234
CTO-M	L	12h	12	PK-15	0.000520419320168541	9.8600820930319e-05	0.189464182264383	0.000520419320168541	0.000463492109662104	0.000577346530674979
CTO-M	L	1h	1	C6	0	0		0	0	0
CTO-M	L	1h	1	NRK	0	0		0	0	0
CTO-M	L	1h	1	PC-12	0	0		0	0	0
CTO-M	L	1h	1	PK-15	0	0		0	0	0
CTO-M	L	2.5h	2.5	PC-12	0	0		0	0	0
CTO-M	L	2h	2	C6	0	0		0	0	0
CTO-M	L	2h	2	NRK	0	0		0	0	0
CTO-M	L	2h	2	PC-12	0	0		0	0	0
CTO-M	L	2h	2	PK-15	0	0		0	0	0
CTO-M	L	4h	4	C6	0.0012531328320802	0.00217048973379559	1.73205080756888	0.0012531328320802	0	0.0025062656641604
CTO-M	L	4h	4	PC-12	0.000175623463294696	0.000304188761427622	1.73205080756888	0.000175623463294696	0	0.000351246926589392
CTO-M	L	4h	4	PK-15	0	0		0	0	0
CTO-M	L	6h	6	C6	0.000195136851288174	0.000169665116515429	0.869467327136849	0.000195136851288174	9.71806505959015e-05	0.000293093051980446
CTO-M	L	6h	6	PC-12	0.000140286386784294	0.000124483527951818	0.887352870120077	0.000140286386784294	6.84157884116372e-05	0.00021215698515695
CTO-M	L	6h	6	PK-15	0.000215598742179048	9.46469131605913e-05	0.438995664835512	0.000215598742179048	0.000160954321387814	0.000270243162970283
CTO-M	L	8h	8	C6	0.00038070127404956	0.000284609182544797	0.747591883571543	0.00038070127404956	0.000216382085893482	0.000545020462205638
CTO-M	L	8h	8	PC-12	0.000242477692348699	0.000181401586184616	0.748116597562088	0.000242477692348699	0.000114207400639561	0.000370747984057837
CTO-M	L	8h	8	PK-15	0.000312933352877434	7.58155676907859e-05	0.242273848388671	0.000312933352877434	0.000269161214462395	0.000356705491292474
CTO-M	L			C6	0			0		
CTO-M	L			PC-12	0			0		
CTO-M	L			PK-15	0			0		
UL21	L	0.5h	0.5	C6				0		
UL21	L	0.5h	0.5	PC-12	0	0		0	0	0
UL21	L	1.5h	1.5	PC-12	0	0		0	0	0
UL21	L	12h	12	C6	0.00221445988348786	0.000193034788384056	0.0871701446584886	0.00221445988348786	0.00210301119645136	0.00232590857052435
UL21	L	12h	12	PC-12	0.00117029700615863	0.000194268000394915	0.165998886925789	0.00117029700615863	0.0010581363238357	0.00128245768848157
UL21	L	12h	12	PK-15	0.000895986396670558	0.000118440096908387	0.1321896150974	0.000895986396670558	0.000827604974837655	0.00096436781850346
UL21	L	1h	1	C6	0.00673400673400673	0.00583182090090531	0.866025403784439	0.00673400673400673	0.00336700336700337	0.0101010101010101
UL21	L	1h	1	NRK	0	0		0	0	0
UL21	L	1h	1	PC-12	0.00292397660818713	0.00506447604552303	1.73205080756888	0.00292397660818713	0	0.00584795321637427
UL21	L	1h	1	PK-15	0	0		0	0	0
UL21	L	2.5h	2.5	PC-12	0.00185185185185185	0.00320750149549792	1.73205080756888	0.00185185185185185	0	0.0037037037037037
UL21	L	2h	2	C6	0.00252525252525253	0.00357124636962903	1.4142135623731	0.00252525252525253	0	0.00505050505050505
UL21	L	2h	2	NRK	0	0		0	0	0
UL21	L	2h	2	PC-12	0.0055121697253677	0.00650714885971093	1.18050589584791	0.0055121697253677	0.00175526557955662	0.00926907387117877
